ZAMBALES - CANDELARIA,,,,
ZAMBALES - CANDELARIA,,,,
MAYOR,,,,
CAVITE - CITY OF DASMARI¥AS,,,,
CAVITE - CITY OF DASMARI¥AS - LONE DIST,,,,
COUNCILOR,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,POLITICAL PARTY
C E R T I F I C A T I O N,,,,
"This is to certify that the above listed persons are the official candidates for the MAY 9, 2022 NATIONAL AND LOCAL ELECTIONS who filed their Certificate of Candidacy before the Administering Officer of CAVITE",,,,
CERTIFIED CORRECT:,,,,
ATTY. MARIA NORINA S. TANGARO-CASINGAL,,,,
,,,,
ADMINISTERING OFFICER,,,,
Signature over printed name,,,,
CAVITE - GENERAL EMILIO AGUINALDO,,,,
CAVITE - GENERAL EMILIO AGUINALDO,,,,
MAYOR,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,POLITICAL PARTY
1,"BENCITO, DANILO (NPC)",MALE,"BENCITO, DANILO MENDOZA",NATIONALIST PEOPLE'S COALITION
2,"GLEAN, DENNIS (NUP)",MALE,"GLEAN, DENNIS MOJICA",NATIONAL UNITY PARTY
3,"GLORIOSO, CESAR (IND)",MALE,"GLORIOSO, CESAR ANGAT",INDEPENDENT
CAVITE - GENERAL EMILIO AGUINALDO,,,,
VICE-MAYOR,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,POLITICAL PARTY
1,"GLEAN, ALLAN (NUP)",MALE,"GLEAN, ALLAN QUITANGON",NATIONAL UNITY PARTY
2,"MANALO, MICHAEL (NPC)",MALE,"MANALO, MICHAEL BINAUHAN",NATIONALIST PEOPLE'S COALITION
3,"TAFALLA, GARRY (KBL)",MALE,"TAFALLA, GARY DEJARESCO",KILUSANG BAGONG LIPUNAN
CAVITE - GENERAL EMILIO AGUINALDO - LONE DIST,,,,
COUNCILOR,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,POLITICAL PARTY
1,"AGRIMANO, ADRIAN (IND)",MALE,"AGRIMANO, ADRIAN ANGAT",INDEPENDENT
2,"AMPARO, RONEL (IND)",MALE,"AMPARO, RONEL DE PADUA",INDEPENDENT
3,"ANIMAS, ODIE (KBL)",MALE,"ANIMAS, PRUDENCIO MALIMBAN",KILUSANG BAGONG LIPUNAN
4,"BENCITO, BEVAN (NPC)",MALE,"BENCITO, BEVAN ALI CALINGASAN",NATIONALIST PEOPLE'S COALITION
5,"BENCITO, MANUEL (NPC)",MALE,"BENCITO, MANUEL REYES",NATIONALIST PEOPLE'S COALITION
6,"BENDO, EDGAR (NPC)",MALE,"BENDO, EDGAR MENDOZA",NATIONALIST PEOPLE'S COALITION
7,"BERSABE, ROMEO (NPC)",MALE,"BERSABE, ROMEO GONZALES",NATIONALIST PEOPLE'S COALITION
8,"BINAUHAN, RICARDO (NUP)",MALE,"BINAUHAN, RICARDO PANGANIBAN",NATIONAL UNITY PARTY
9,"DIMAPILIS, RONALD (NUP)",MALE,"DIMAPILIS, RONALD MANALO",NATIONAL UNITY PARTY
10,"DIMASUAY, WALTER (NUP)",MALE,"DIMASUAY, WALTER BENDO",NATIONAL UNITY PARTY
11,"GLORIANI, FLORENCIO (NPC)",MALE,"GLORIANI, FLORENCIO PAGKALIWANGAN",NATIONALIST PEOPLE'S COALITION
12,"LAZARO, LEX (NPC)",MALE,"LAZARO, LEX ROJALES",NATIONALIST PEOPLE'S COALITION
CAVITE - GENERAL EMILIO AGUINALDO,,,,
CAVITE - GENERAL EMILIO AGUINALDO - LONE DIST,,,,
COUNCILOR,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,POLITICAL PARTY
13,"LOPEZ, JOSEPH (NPC)",MALE,"LOPEZ, JOSEPH EDULLANTES",NATIONALIST PEOPLE'S COALITION
14,"LOYOLA, RHOEBE (NUP)",MALE,"LOYOLA, RHOEBE CUSTODIO",NATIONAL UNITY PARTY
15,"MALIMBAN, REY (NUP)",MALE,"MALIMBAN, REYNATO PANGANIBAN",NATIONAL UNITY PARTY
16,"NITURA, ARIEL (NUP)",MALE,"NITURA, ARIEL VERZOSA",NATIONAL UNITY PARTY
17,"PAITON, JOSEPH (NPC)",MALE,"PAITON, JOSEPH BERSABE",NATIONALIST PEOPLE'S COALITION
18,"PAPA, EFREN (IND)",MALE,"PAPA, EFREN DEL MUNDO",INDEPENDENT
19,"PERDON, CARDING (KBL)",MALE,"PERDON, RICARDO QUINDARA",KILUSANG BAGONG LIPUNAN
20,"QUIACOS, DARWIN (NUP)",MALE,"QUIACOS, DARWIN INCOGNITO",NATIONAL UNITY PARTY
21,"SERNAT, NEPTHALIE (NUP)",MALE,"SERNAT, NEPTHALIE ANDALEON",NATIONAL UNITY PARTY
22,"TAFALLA, JOEL (KBL)",MALE,"TAFALLA, JOEL DEJARESCO",KILUSANG BAGONG LIPUNAN
23,"VILLA, KUYA GARRY (KBL)",MALE,"VILLA, EDGAR TAPANG",KILUSANG BAGONG LIPUNAN
C E R T I F I C A T I O N,,,,
"This is to certify that the above listed persons are the official candidates for the MAY 9, 2022 NATIONAL AND LOCAL ELECTIONS who filed their Certificate of Candidacy before the Administering Officer of CAVITE",,,,
CERTIFIED CORRECT:,,,,
ATTY. MARIA NORINA S. TANGARO-CASINGAL,,,,
,,,,
ADMINISTERING OFFICER,,,,
Signature over printed name,,,,
CAVITE - GEN. MARIANO ALVAREZ,,,,
CAVITE - GEN. MARIANO ALVAREZ,,,,
MAYOR,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,POLITICAL PARTY
1,"CALIX, RUEL (IND)",MALE,"CALIX, RUEL ZATA",INDEPENDENT
2,"CUSTODIO, ED (IND)",MALE,"CUSTODIO, MEDARDO GUTIERREZ",INDEPENDENT
3,"FERNANDO, MERLITA (PDPLBN)",FEMALE,"FERNANDO, MERLITA JURADA",PARTIDO DEMOKRATIKO PILIPINO LAKAS NG BAYAN
4,"PAYCANA, ANGIE (NPC)",FEMALE,"PAYCANA, ANGELA LENIN EMMANUEL",NATIONALIST PEOPLE'S COALITION
5,"RESTRIVERA, RICARDO (IND)",MALE,"RESTRIVERA, RICARDO BILOG",INDEPENDENT
6,"TORRES, MARICEL (NUP)",FEMALE,"TORRES, MARICEL ECHEVARRIA",NATIONAL UNITY PARTY
7,"VIRATA, ONNA (PFP)",FEMALE,"VIRATA, LEONISA JOANA BASA",PARTIDO FEDERAL NG PILIPINAS
CAVITE - GEN. MARIANO ALVAREZ,,,,
VICE-MAYOR,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,POLITICAL PARTY
1,"CABUHAT, PERCY (NUP)",MALE,"CABUHAT, PERCIVAL CRUZ",NATIONAL UNITY PARTY
2,"MOJICA, GERRY (PFP)",MALE,"MOJICA, GERRY SANTOS",PARTIDO FEDERAL NG PILIPINAS
3,"SEVILLA, BONG (NPC)",MALE,"SEVILLA, BONGBONG ARANDIA",NATIONALIST PEOPLE'S COALITION
CAVITE - GEN. MARIANO ALVAREZ - LONE DIST,,,,
COUNCILOR,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,POLITICAL PARTY
1,"ABUEG, G-CA (NPC)",FEMALE,"ABUEG, ANGELICA CULTIVO",NATIONALIST PEOPLE'S COALITION
2,"AVENDA¥O, RENE (PFP)",MALE,"AVENDA¥O, RENATO GATCHALIAN",PARTIDO FEDERAL NG PILIPINAS
3,"AYALA, DENNIS (NUP)",MALE,"AYALA, DENNIS DISPO",NATIONAL UNITY PARTY
4,"ESTUYE, ALLAN (IND)",MALE,"ESTUYE, ALLAN CAVAN",INDEPENDENT
5,"FAJARDO, MARLON (NUP)",MALE,"FAJARDO, MARLON PANCHO",NATIONAL UNITY PARTY
6,"FERRER, ALFREDO II (NPC)",MALE,"FERRER, ALFREDO II VITAL",NATIONALIST PEOPLE'S COALITION
7,"FONTANILLA, GLENN (NUP)",MALE,"FONTANILLA, GLENN ARTETA",NATIONAL UNITY PARTY
8,"GONZALES, JC (PFP)",MALE,"GONZALES, EVARISTO JR. CASTRO",PARTIDO FEDERAL NG PILIPINAS
CAVITE - GEN. MARIANO ALVAREZ,,,,
CAVITE - GEN. MARIANO ALVAREZ - LONE DIST,,,,
COUNCILOR,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,POLITICAL PARTY
9,"GUTIERREZ, AISA CORTEZ (NPC)",FEMALE,"GUTIERREZ, PHLONEL AISA CORTEZ",NATIONALIST PEOPLE'S COALITION
10,"JOVES, JINKY (PFP)",FEMALE,"JOVES, JINKY MOJICA",PARTIDO FEDERAL NG PILIPINAS
11,"LACSON, LITO (IND)",MALE,"LACSON, HERMINIGILDO QUIAMBAO",INDEPENDENT
12,"LARA, RICHARD (NPC)",MALE,"LARA, RICHARD DIESTA",NATIONALIST PEOPLE'S COALITION
13,"LAURENTE, ROBERTO (IND)",MALE,"LAURENTE, ROBERTO MATUGUINA",INDEPENDENT
14,"LORENZO, RAUL (IND)",MALE,"LORENZO, RAUL TAGUM",INDEPENDENT
15,"MANALANG, INDAY (NUP)",FEMALE,"MANALANG, ESTELITA PALAUBSANON",NATIONAL UNITY PARTY
16,"MESA, EDUARDO (PFP)",MALE,"MESA, EDUARDO PETILONA",PARTIDO FEDERAL NG PILIPINAS
17,"NALDOZA, BOY (PFP)",MALE,"NALDOZA, PELAGIO JR. BALBAREZ",PARTIDO FEDERAL NG PILIPINAS
18,"NUARIN, SKF NATH (NUP)",MALE,"NUARIN, NATHANIEL DIME",NATIONAL UNITY PARTY
19,"PATCHES, HERNAN (IND)",MALE,"PATCHES, HERNANIE LOYOLA",INDEPENDENT
20,"PAYCANA, DEREK (NPC)",MALE,"PAYCANA, RODERICK OPIANA",NATIONALIST PEOPLE'S COALITION
21,"RIVERA, JOJO (NUP)",MALE,"RIVERA, JOSE DOCIL",NATIONAL UNITY PARTY
22,"RODRIGUEZ, TONY (PFP)",MALE,"RODRIGUEZ, ANTONIO CAMPODIENTE",PARTIDO FEDERAL NG PILIPINAS
23,"SAMBRANO, ARCHIE  (NUP)",MALE,"SAMBRANO, ARTEMIO BUENDIA",NATIONAL UNITY PARTY
24,"SAMONTE, ARNOLD (PROMDI)",MALE,"SAMONTE, ARNULFO MARBELLA",ABAG PROMDI
25,"SUAREZ, JOEY (NPC)",MALE,"SUAREZ, JOEWEY LIM",NATIONALIST PEOPLE'S COALITION
26,"TORRALBA, BECK-BECK (NUP)",MALE,"TORRALBA, GERRY TISADO",NATIONAL UNITY PARTY
27,"TUATIS, RENAN (NPC)",MALE,"TUATIS, RENANTE LARON",NATIONALIST PEOPLE'S COALITION
28,"TUATIS, VICTOR (PROMDI)",MALE,"TUATIS, VICTOR LARON",ABAG PROMDI
29,"VIRATA, MIKE (NPC)",MALE,"VIRATA, MICHAEL JOSEPH IGNACIO",NATIONALIST PEOPLE'S COALITION
CAVITE - GEN. MARIANO ALVAREZ,,,,
CAVITE - GEN. MARIANO ALVAREZ - LONE DIST,,,,
COUNCILOR,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,POLITICAL PARTY
C E R T I F I C A T I O N,,,,
"This is to certify that the above listed persons are the official candidates for the MAY 9, 2022 NATIONAL AND LOCAL ELECTIONS who filed their Certificate of Candidacy before the Administering Officer of CAVITE",,,,
CERTIFIED CORRECT:,,,,
ATTY. MARIA NORINA S. TANGARO-CASINGAL,,,,
,,,,
ADMINISTERING OFFICER,,,,
Signature over printed name,,,,
CAVITE - CITY OF GENERAL TRIAS,,,,
CAVITE - CITY OF GENERAL TRIAS,,,,
MAYOR,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,POLITICAL PARTY
1,"FERRER, LUIS IV (NUP)",MALE,"FERRER, LUIS IV ALANDY",NATIONAL UNITY PARTY
CAVITE - CITY OF GENERAL TRIAS,,,,
VICE-MAYOR,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,POLITICAL PARTY
1,"LABUGUEN, JONAS (NUP)",MALE,"LABUGUEN, JONAS GLYN PORTO",NATIONAL UNITY PARTY
CAVITE - CITY OF GENERAL TRIAS - LONE DIST,,,,
COUNCILOR,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,POLITICAL PARTY
1,"CAMPA¥A-MORAL, CLAIRE (NUP)",FEMALE,"CAMPA¥A, CLARISSEL JAVINAR",NATIONAL UNITY PARTY
2,"CARAMPOT, JOWIE (NUP)",MALE,"CARAMPOT, JOWIE SINSAY",NATIONAL UNITY PARTY
3,"CHING, ALFREDO (NUP)",MALE,"CHING, ALFREDO SAMANIEGO",NATIONAL UNITY PARTY
4,"COLUMNA, JAY (NUP)",MALE,"COLUMNA, J-M VERGEL MADLANGBAYAN",NATIONAL UNITY PARTY
5,"CULANDING, MAJOR GANI (NUP)",MALE,"CULANDING, ISAGANI LUMUCSO",NATIONAL UNITY PARTY
6,"GRANADOS, HERNANDO (NUP)",MALE,"GRANADOS, HERNANDO MEDIRAN",NATIONAL UNITY PARTY
7,"GREPO, ATTY. JESSEBOY (NUP)",MALE,"GREPO, JESSE RAPHAEL REMULLA",NATIONAL UNITY PARTY
8,"GREPO, BM JANGO (NUP)",MALE,"GREPO, FELIX ASIMAN",NATIONAL UNITY PARTY
9,"LOZARES, VIVENCIO JR. (NUP)",MALE,"LOZARES, VIVENCIO JR. QUE",NATIONAL UNITY PARTY
10,"MAGAPAN, BONG (IND)",MALE,"MAGAPAN, MARLON DIDO",INDEPENDENT
11,"MALICDEM, BENNY (IND)",MALE,"MALICDEM, BENITO JR. DELA CRUZ",INDEPENDENT
12,"NEPOMUCENO, REYMON (IND)",MALE,"NEPOMUCENO, REYMON JAVIER",INDEPENDENT
13,"PARIN, RICHARD (NUP)",MALE,"PARIN, RICHARD RICAFRENTE",NATIONAL UNITY PARTY
14,"PERDITO, KRISTINE (NUP)",FEMALE,"PERDITO, KRISTINE JANE MENDOZA",NATIONAL UNITY PARTY
15,"SALAZAR, KYLE (NUP)",MALE,"SALAZAR, KYLE JASSEL JAVIER",NATIONAL UNITY PARTY
CAVITE - CITY OF GENERAL TRIAS,,,,
CAVITE - CITY OF GENERAL TRIAS - LONE DIST,,,,
COUNCILOR,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,POLITICAL PARTY
C E R T I F I C A T I O N,,,,
"This is to certify that the above listed persons are the official candidates for the MAY 9, 2022 NATIONAL AND LOCAL ELECTIONS who filed their Certificate of Candidacy before the Administering Officer of CAVITE",,,,
CERTIFIED CORRECT:,,,,
ATTY. MARIA NORINA S. TANGARO-CASINGAL,,,,
,,,,
ADMINISTERING OFFICER,,,,
Signature over printed name,,,,
CAVITE - CITY OF IMUS,,,,
CAVITE - CITY OF IMUS,,,,
MAYOR,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,POLITICAL PARTY
1,"ADVINCULA, ALEX (NUP)",MALE,"ADVINCULA, ALEX LACSON",NATIONAL UNITY PARTY
2,"ASTILLERO, AAA (PRP)",MALE,"ASTILLERO, ANTHONY ASUNCION",PEOPLE'S REFORM PARTY
CAVITE - CITY OF IMUS,,,,
VICE-MAYOR,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,POLITICAL PARTY
1,"LIM, MIKE PLATON (IND)",MALE,"LIM, MICHAEL VILLARAZA",INDEPENDENT
2,"SAQUILAYAN, HOMER (NUP)",MALE,"SAQUILAYAN, HOMER TOPACIO",NATIONAL UNITY PARTY
CAVITE - CITY OF IMUS - LONE DIST,,,,
COUNCILOR,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,POLITICAL PARTY
1,"CAMACLANG, JOVI (IWGYWY)",MALE,"CAMACLANG, GEORGE JR. TORRES",PARTIDO IWAGAYWAY
2,"CAMPA¥A, RUPERT (IND)",MALE,"CAMPA¥A, RUPERT SABALE",INDEPENDENT
3,"COMIA, SHERWIN-LARES (NUP)",MALE,"COMIA, SHERWIN LARES",NATIONAL UNITY PARTY
4,"DE OCAMPO, DADA (IND)",MALE,"DE OCAMPO, DARYLL KAMANTIGUE",INDEPENDENT
5,"FERRER, ENZO-ASISTIO (NUP)",MALE,"FERRER, ENZO GASTON APARTE",NATIONAL UNITY PARTY
6,"FRANCISCO, JONG (IND)",MALE,"FRANCISCO, JONATHAN AGGARAO",INDEPENDENT
7,"JARO, LLOYD (NUP)",MALE,"JARO, LLOYD EMMAN DIONES",NATIONAL UNITY PARTY
8,"LACSON, DENNIS (PDR)",MALE,"LACSON, DENNIS TAMONDONG",PARTIDO PARA SA DEMOKRATIKONG  REPORMA
9,"LARA, WENCY (NUP)",MALE,"LARA, PETER EMMANUEL CRISOLOGO",NATIONAL UNITY PARTY
10,"MALIKSI, JELYN (LP)",FEMALE,"MALIKSI, JOGIE LYN LAOSANTOS",LIBERAL PARTY
11,"NATO, LARRY (NUP)",MALE,"NATO, LARRY BOY SAYAS",NATIONAL UNITY PARTY
12,"OCAMPO, IGI-REVILLA (NUP)",MALE,"OCAMPO, GREGORIO MIGUEL JR BAUTISTA",NATIONAL UNITY PARTY
13,"REMULLA, DARWIN (NUP)",MALE,"REMULLA, DARWIN MARTI MELO",NATIONAL UNITY PARTY
14,"ROPETA, TOTIE (NUP)",MALE,"ROPETA, EXEQUIEL BAUTISTA",NATIONAL UNITY PARTY
15,"SALONGA, NORBY (AKBYN)",MALE,"SALONGA, NORBY ROQUE",AKBAYAN CITIZENS' ACTION PARTY
CAVITE - CITY OF IMUS,,,,
CAVITE - CITY OF IMUS - LONE DIST,,,,
COUNCILOR,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,POLITICAL PARTY
16,"SAQUILAYAN, YEN (NUP)",FEMALE,"SAQUILAYAN, LLOREN DIONELLA GENDIVE",NATIONAL UNITY PARTY
17,"VILLANUEVA, MARK (NUP)",MALE,"VILLANUEVA, MARK ANTHONY PANGANIBAN",NATIONAL UNITY PARTY
C E R T I F I C A T I O N,,,,
"This is to certify that the above listed persons are the official candidates for the MAY 9, 2022 NATIONAL AND LOCAL ELECTIONS who filed their Certificate of Candidacy before the Administering Officer of CAVITE",,,,
CERTIFIED CORRECT:,,,,
ATTY. MARIA NORINA S. TANGARO-CASINGAL,,,,
,,,,
ADMINISTERING OFFICER,,,,
Signature over printed name,,,,
CAVITE - INDANG,,,,
CAVITE - INDANG,,,,
MAYOR,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,POLITICAL PARTY
1,"FIDEL, PERFECTO (NUP)",MALE,"FIDEL, PERFECTO VIDALLON",NATIONAL UNITY PARTY
2,"QUIAMBAO, RAQUEL (IND)",FEMALE,"QUIAMBAO, RAQUEL NUESTRO",INDEPENDENT
CAVITE - INDANG,,,,
VICE-MAYOR,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,POLITICAL PARTY
1,"RODIL, ISMAEL (NUP)",MALE,"RODIL, ISMAEL DEL MUNDO",NATIONAL UNITY PARTY
CAVITE - INDANG - LONE DIST,,,,
COUNCILOR,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,POLITICAL PARTY
1,"BAUTISTA, DAISY (IND)",FEMALE,"BAUTISTA, MARIA CECILIA OGALINO",INDEPENDENT
2,"BENDO, NOEL (IND)",MALE,"BENDO, NOEL FILART",INDEPENDENT
3,"BERNARTE, RONALD (NUP)",MALE,"BERNARTE, RONALD DELAS ALAS",NATIONAL UNITY PARTY
4,"BORJA, ISSEL (NUP)",FEMALE,"BORJA, CHRISSEL ROMEA",NATIONAL UNITY PARTY
5,"CASTILLO, ELEUTERIO (IND)",MALE,"CASTILLO, ELEUTERIO PECHO",INDEPENDENT
6,"CRIZALDO, MARIO (IND)",MALE,"CRIZALDO, MARIO ROGADOR",INDEPENDENT
7,"DEL ROSARIO, REX (AKBYN)",MALE,"DEL ROSARIO, JOSE REX AVILLA",CITIZEN'S ACTION PARTY
8,"ESPINELI, JOYCE (IND)",FEMALE,"ESPINELI, JOYCE DETABALI",INDEPENDENT
9,"HERRERA, RAMIL (IND)",MALE,"MATEL, HERRERA RAMIL",INDEPENDENT
10,"KASAYSAYAN, AVE (NUP)",MALE,"KASAYSAYAN, AVEGEL ERNI",NATIONAL UNITY PARTY
11,"LOPEZ, ESTY (IND)",FEMALE,"LOPEZ, ESTELITA COSTA",INDEPENDENT
12,"MASANGCAY, DANILO (UNA)",MALE,"MASANGCAY, DANILO VILLANUEVA",UNITED NATIONALIST ALLIANCE
13,"MOJICA, CESAR (NUP)",MALE,"MOJICA, CESAR MOJICA",NATIONAL UNITY PARTY
14,"PAPA, FERDINAND (NUP)",MALE,"PAPA, FERDINAND TEPORA",NATIONAL UNITY PARTY
15,"RODIL, VIRGILIO (NUP)",MALE,"RODIL, VIRGILIO LLAMADO",NATIONAL UNITY PARTY
16,"SIGNO, MICHAEL (IND)",MALE,"SIGNO, MICHAEL ROMERO",INDEPENDENT
CAVITE - INDANG,,,,
CAVITE - INDANG - LONE DIST,,,,
COUNCILOR,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,POLITICAL PARTY
17,"TELMO, NILO (NUP)",MALE,"TELMO, CONSTANCIO JR SIERRA",NATIONAL UNITY PARTY
18,"VEJERANO, RESTY (NUP)",MALE,"VEJERANO, RESTITUTO JEBULAN",NATIONAL UNITY PARTY
C E R T I F I C A T I O N,,,,
"This is to certify that the above listed persons are the official candidates for the MAY 9, 2022 NATIONAL AND LOCAL ELECTIONS who filed their Certificate of Candidacy before the Administering Officer of CAVITE",,,,
CERTIFIED CORRECT:,,,,
ATTY. MARIA NORINA S. TANGARO-CASINGAL,,,,
,,,,
ADMINISTERING OFFICER,,,,
Signature over printed name,,,,
CAVITE - KAWIT,,,,
CAVITE - KAWIT,,,,
MAYOR,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,POLITICAL PARTY
1,"ABAYA, BOYBLUE (LP)",MALE,"ABAYA, FRANCIS GERALD AGUINALDO",LIBERAL PARTY
2,"AGUINALDO, ANGELO (LAKAS)",MALE,"AGUINALDO, ANGELO EMILIO GUTIERREZ",LAKAS CHRISTIAN  MUSLIM DEMOCRATS
CAVITE - KAWIT,,,,
VICE-MAYOR,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,POLITICAL PARTY
1,"BERNAL, ARMANDO (NUP)",MALE,"BERNAL, ARMANDO VILLANUEVA",NATIONAL UNITY PARTY
2,"SAMALA, JUNBIE (LAKAS)",MALE,"SAMALA, EDWARD JR. REYES",LAKAS CHRISTIAN  MUSLIM DEMOCRATS
CAVITE - KAWIT - LONE DIST,,,,
COUNCILOR,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,POLITICAL PARTY
1,"AGUINALDO, ARMIE (LAKAS)",FEMALE,"AGUINALDO, CYNTHIA GUTIERREZ",LAKAS CHRISTIAN  MUSLIM DEMOCRATS
2,"BAUTISTA, DERICK BOTE (LP)",MALE,"BAUTISTA, FREDERICK BRYAN JARO",LIBERAL PARTY
3,"BUNAG, ALVIN (LAKAS)",MALE,"BUNAG, ALVIN SAMALA",LAKAS CHRISTIAN  MUSLIM DEMOCRATS
4,"CAIMOL, MEDEL (NUP)",MALE,"CAIMOL, MEDEL EULLO",NATIONAL UNITY PARTY
5,"CAJIGAS, BONG (LAKAS)",MALE,"CAJIGAS, BIENVENIDO III DONES",LAKAS CHRISTIAN  MUSLIM DEMOCRATS
6,"DEL ROSARIO, DADO (LP)",MALE,"DEL ROSARIO, DIOSDADO MATA",LIBERAL PARTY
7,"DERUDAR, SHANICA (LAKAS)",FEMALE,"DERUDAR, SHANICA FAJARDO",LAKAS CHRISTIAN  MUSLIM DEMOCRATS
8,"GANDIA, JYGS (NUP)",MALE,"GANDIA, JUAN YSMAEL RESURRECCION",NATIONAL UNITY PARTY
9,"ILANO, ALLAN (LP)",MALE,"ILANO, ALLAN PAUL ORTEGA",LIBERAL PARTY
10,"JARIN, JERRY (LAKAS)",MALE,"JARIN, GERARDO BAYLEN",LAKAS CHRISTIAN  MUSLIM DEMOCRATS
11,"LAYOLA, RESTY (LAKAS)",MALE,"LAYOLA, RESTY ESCARILLA",LAKAS CHRISTIAN  MUSLIM DEMOCRATS
12,"ORDO¥EZ, ABANG (AKSYON)",MALE,"ORDO¥EZ, SABAS JARIN",AKSYON DEMOKRATIKO
13,"POBLETE, FEDERICO (AKSYON)",MALE,"POBLETE, FEDERICO AGUINALDO",AKSYON DEMOKRATIKO
14,"PULIDO, DEBBIE (LAKAS)",FEMALE,"PULIDO, DIVINIA RETONEL",LAKAS CHRISTIAN  MUSLIM DEMOCRATS
CAVITE - KAWIT,,,,
CAVITE - KAWIT - LONE DIST,,,,
COUNCILOR,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,POLITICAL PARTY
15,"TUAZON, EMAN (LAKAS)",MALE,"TUAZON, EMAN ROMERO",LAKAS CHRISTIAN  MUSLIM DEMOCRATS
16,"VICTA, SIMON (LP)",MALE,"VICTA, SIMON PETER DIAZ",LIBERAL PARTY
C E R T I F I C A T I O N,,,,
"This is to certify that the above listed persons are the official candidates for the MAY 9, 2022 NATIONAL AND LOCAL ELECTIONS who filed their Certificate of Candidacy before the Administering Officer of CAVITE",,,,
CERTIFIED CORRECT:,,,,
ATTY. MARIA NORINA S. TANGARO-CASINGAL,,,,
,,,,
ADMINISTERING OFFICER,,,,
Signature over printed name,,,,
CAVITE - MAGALLANES,,,,
CAVITE - MAGALLANES,,,,
MAYOR,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,POLITICAL PARTY
1,"MALIGAYA, JASMIN (AKSYON)",FEMALE,"BAUTISTA, JASMIN ANGELLI MALIGAYA",AKSYON DEMOKRATIKO
CAVITE - MAGALLANES,,,,
VICE-MAYOR,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,POLITICAL PARTY
1,"ANTAZO, JESS (NUP)",MALE,"ANTAZO, JESUS BALASAN",NATIONAL UNITY PARTY
2,"LIMBOC, ATO (AKSYON)",MALE,"LIMBOC, HONORATO DE RAYA",AKSYON DEMOKRATIKO
CAVITE - MAGALLANES - LONE DIST,,,,
COUNCILOR,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,POLITICAL PARTY
1,"BERNAL-GALVEZ, LEA (AKSYON)",FEMALE,"GALVEZ, LEA BERNAL",AKSYON DEMOKRATIKO
2,"BINAUHAN-GLORIANI, MALEN (NUP)",FEMALE,"GLORIANI, EMMALYN BINAUHAN",NATIONAL UNITY PARTY
3,"DIMAPILIS, ATO (NUP)",MALE,"DIMAPILIS, RENATO MALIGAYA",NATIONAL UNITY PARTY
4,"HIERCO, DOC LADO (NUP)",MALE,"HIERCO, REGALADO HIERCO",NATIONAL UNITY PARTY
5,"HIERCO, ELSIE (AKSYON)",FEMALE,"HIERCO, ELISA ESPINELI",AKSYON DEMOKRATIKO
6,"MALDONADO, CARLO (NUP)",MALE,"MALDONADO, JOHN CARLO MARANAN",NATIONAL UNITY PARTY
7,"MALIGAYA, JANESSA (NPC)",FEMALE,"DE RAMAYO, JANESSA ANN MALIGAYA",NATIONALIST PEOPLE'S COALITION
8,"MANALO, ROMMEL (NPC)",MALE,"MANALO, ROMMEL TAMPIS",NATIONALIST PEOPLE'S COALITION
9,"MOJICA, AJ (AKSYON)",MALE,"MOJICA, JOHN ALISTER PAGCALIWANGAN",AKSYON DEMOKRATIKO
10,"REDUCA, AMANG (NPC)",MALE,"REDUCA, MAR BILUGAN",NATIONALIST PEOPLE'S COALITION
11,"SANTIAGO, JAYSON (AKSYON)",MALE,"SANTIAGO, JAYSON PERIODICO",AKSYON DEMOKRATIKO
12,"SIGNO, PEPE (NUP)",MALE,"SIGNO, FELIPE DIONES",NATIONAL UNITY PARTY
