BASILAN - AKBAR,,,,,
BASILAN - AKBAR,,,,,
MAYOR,,,,,
2,"ALAMADA, BAINOT (UNA)",MALE,"ALAMADA, BAINOT SANDALAN",,UNITED NATIONALIST ALLIANCE
3,"BAGUNDANG, MOKS (IND)",MALE,"BAGUNDANG, MOHALIDIN KAMSA",,INDEPENDENT
4,"BAGUNDANG, NOR-AMIN (UBJP)",MALE,"BAGUNDANG, NOR-AMIN SALIK",,UNITED BANGSAMORO JUSTICE PARTY
5,"BAYAM, DATU ALI (UBJP)",MALE,"BAYAM, DATU ALI GUIAINI",,UNITED BANGSAMORO JUSTICE PARTY
6,"CABALTICA, ROLAND (IND)",MALE,"CABALTICA, ROLAND LAMIGO",,INDEPENDENT
7,"DILANGALEN, DATU RACKEN (NP)",MALE,"DILANGALEN, DATU RACKEN ANGAS",,NACIONALISTA PARTY
8,"DOFREDO, JERRY (UBJP)",MALE,"DOFREDO, JERRY BELTRAN",,UNITED BANGSAMORO JUSTICE PARTY
9,"GOMEZ, NAOT (NP)",MALE,"GOMEZ, NAOT AMPUAN",,NACIONALISTA PARTY
10,"HADJIALI, MISUARI (UNA)",MALE,"HADJIALI, MISUARI MANEDSEN",,UNITED NATIONALIST ALLIANCE
11,"HERNANDEZ, EDDIE (UNA)",MALE,"HERNANDEZ, EDDIE GABATO",,UNITED NATIONALIST ALLIANCE
MAGUINDANAO - NORTHERN KABUNTALAN,,,,,
MAGUINDANAO - NORTHERN KABUNTALAN - LONE DIST,,,,,
COUNCILOR,,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,,POLITICAL PARTY
12,"IBRAHIM, YATS (IND)",MALE,"IBRAHIM, YATIEM AMBA",,INDEPENDENT
13,"KANAKAN, OMAR (PFP)",MALE,"KANAKAN, OMAR GAYAK",,PARTIDO FEDERAL NG PILIPINAS
14,"KUNAKON, THANG (NP)",MALE,"KUNAKON, THANG GAGA",,NACIONALISTA PARTY
15,"LAGUIALI, BAIKAN (UNA)",FEMALE,"LAGUIALI, BAIKAN ENDAILA",,UNITED NATIONALIST ALLIANCE
16,"MALANG, NASRUDIN (UBJP)",MALE,"MALANG, NASRUDIN DANGKO",,UNITED BANGSAMORO JUSTICE PARTY
17,"MAONG, GANI (IND)",MALE,"MAONG, GANI MARIGA",,INDEPENDENT
18,"NANALON, TANS (UBJP)",MALE,"NANALON, TANS ANGKING",,UNITED BANGSAMORO JUSTICE PARTY
19,"PADIAN, ABDULSALAM (IND)",MALE,"PADIAN, ABDULSALAM TUYA",,INDEPENDENT
20,"PANANGGALAN, NASSER (IND)",MALE,"PANANGGALAN, NASSER TAMBUNAWAY",,INDEPENDENT
21,"PASCUA, AGAPITO (UNA)",MALE,"PASCUA, AGAPITO FRANCISCO",,UNITED NATIONALIST ALLIANCE
22,"PENDI, FAISAL (IND)",MALE,"PENDI, FAISAL GAMPONG",,INDEPENDENT
23,"PUA, TUCAO (UNA)",MALE,"PUA, TUCAO CABILANGAN",,UNITED NATIONALIST ALLIANCE
24,"RAGOCOS, PRESNIL (IND)",FEMALE,"RAGOCOS, PRESNIL GARCIA",,INDEPENDENT
25,"SAIKOL, NORODIN (UBJP)",MALE,"SAIKOL, NORODIN LAUBAN",,UNITED BANGSAMORO JUSTICE PARTY
26,"SALLE, NORAISA (UNA)",FEMALE,"SALLE, NORAISA RUBEN",,UNITED NATIONALIST ALLIANCE
27,"WAHAB, HASSAN (UBJP)",MALE,"WAHAB, HASSAN MACACUA",,UNITED BANGSAMORO JUSTICE PARTY
MAGUINDANAO - NORTHERN KABUNTALAN,,,,,
MAGUINDANAO - NORTHERN KABUNTALAN - LONE DIST,,,,,
COUNCILOR,,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,,POLITICAL PARTY
C E R T I F I C A T I O N,,,,,
"This is to certify that the above listed persons are the official candidates for the MAY 9, 2022 NATIONAL AND LOCAL ELECTIONS who filed their Certificate of Candidacy before the Administering Officer of MAGUINDANAO",,,,,
CERTIFIED CORRECT:,,,,,
ATTY. MARIA NORINA S. TANGARO-CASINGAL,,,,,
,,,,,
ADMINISTERING OFFICER,,,,,
Signature over printed name,,,,,
MAGUINDANAO - PAGAGAWAN,,,,,
MAGUINDANAO - PAGAGAWAN,,,,,
MAYOR,,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,,POLITICAL PARTY
1,"MONTAWAL, OHTO (NP)",MALE,"MONTAWAL, OHTO CAUMBO",,NACIONALISTA PARTY
2,"PAGLAS, ALLAN (UBJP)",MALE,"PAGLAS, ALLAN MONTAWAL",,UNITED BANGSAMORO JUSTICE PARTY
MAGUINDANAO - PAGAGAWAN,,,,,
VICE-MAYOR,,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,,POLITICAL PARTY
1,"BEDA, SAMIR (UBJP)",MALE,"BEDA, SAMIR MANGADAD",,UNITED BANGSAMORO JUSTICE PARTY
2,"MONTAWAL, VICMAN (NP)",MALE,"MONTAWAL, VICMAN KAMBANG",,NACIONALISTA PARTY
MAGUINDANAO - PAGAGAWAN - LONE DIST,,,,,
COUNCILOR,,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,,POLITICAL PARTY
1,"ABU, NGUDA (UBJP)",MALE,"ABU, NGUDA MAKAAMPAO",,UNITED BANGSAMORO JUSTICE PARTY
2,"ABUBAKAR, MUBARAC (NP)",MALE,"ABUBAKAR, MUBARAC MAMANSAL",,NACIONALISTA PARTY
3,"BELOTINDOS, ANTONIO (UBJP)",MALE,"BELOTINDOS, ANTONIO CEDE¥O",,UNITED BANGSAMORO JUSTICE PARTY
4,"DALUMIMBANG, PINKY (UBJP)",FEMALE,"DALUMIMBANG, PINKY SALIDUBPONG",,UNITED BANGSAMORO JUSTICE PARTY
5,"ESMAEL, HUSSAIN (NP)",MALE,"ESMAEL, HUSSAIN SAMULA",,NACIONALISTA PARTY
6,"KAKIM, ABS (NP)",MALE,"KAKIM, ABDILA MANUKIL",,NACIONALISTA PARTY
7,"LINTONGAN, MAMA (UBJP)",MALE,"LINTONGAN, MAMA TAMBILINGAN",,UNITED BANGSAMORO JUSTICE PARTY
8,"MACALNAS, REYNIE (UBJP)",MALE,"MACALNAS, REYNIE BANSILAN",,UNITED BANGSAMORO JUSTICE PARTY
9,"MANGADAD, PONG (NP)",MALE,"MANGADAD, JASMERUDIN MATALAM",,NACIONALISTA PARTY
10,"MINDALAGAT, ESMAIL (IND)",MALE,"MINDALAGAT, ESMAIL GUIAPAL",,INDEPENDENT
11,"MINDALAGAT, TAGUINDA (IND)",MALE,"MINDALAGAT, TAGUINDA MAMASAPAWA",,INDEPENDENT
12,"MOHAMAD, NASRUDIN (UBJP)",MALE,"MOHAMAD, NASRUDIN LIMBAGAN",,UNITED BANGSAMORO JUSTICE PARTY
13,"MONTAWAL, DATU JEROME (NP)",MALE,"MONTAWAL, JEROME LINTONGAN",,NACIONALISTA PARTY
14,"MONTAWAL, DATU KAUTIN (NP)",MALE,"MONTAWAL, DATU KAUTIN CAUMBO",,NACIONALISTA PARTY
MAGUINDANAO - PAGAGAWAN,,,,,
MAGUINDANAO - PAGAGAWAN - LONE DIST,,,,,
COUNCILOR,,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,,POLITICAL PARTY
15,"MONTAWAL, TATA (NP)",MALE,"MONTAWAL, JOLICIES BALDESTAMON",,NACIONALISTA PARTY
16,"MONTAWAL, YUSSOF JR. (NP)",MALE,"MONTAWAL, YUSSOF JR. MATALAM",,NACIONALISTA PARTY
17,"SALIK, SUKARNO (UBJP)",MALE,"SALIK, SUKARNO ABDULSAMAD",,UNITED BANGSAMORO JUSTICE PARTY
18,"UMAL, JHOJO (UBJP)",MALE,"UMAL, JHOJO MASIL",,UNITED BANGSAMORO JUSTICE PARTY
C E R T I F I C A T I O N,,,,,
"This is to certify that the above listed persons are the official candidates for the MAY 9, 2022 NATIONAL AND LOCAL ELECTIONS who filed their Certificate of Candidacy before the Administering Officer of MAGUINDANAO",,,,,
CERTIFIED CORRECT:,,,,,
ATTY. MARIA NORINA S. TANGARO-CASINGAL,,,,,
,,,,,
ADMINISTERING OFFICER,,,,,
Signature over printed name,,,,,
MAGUINDANAO - PAGALUNGAN,,,,,
MAGUINDANAO - PAGALUNGAN,,,,,
MAYOR,,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,,POLITICAL PARTY
1,"MAMASABULOD, NORSIDA (UBJP)",FEMALE,"MAMASABULOD, NORSIDA GUIABEL",,UNITED BANGSAMORO JUSTICE PARTY
2,"MAMASABULOD, SALIK (AKSYON)",MALE,"MAMASABULOD, SALIK PIDTUKASAN",,AKSYON DEMOKRATIKO
3,"MATALAM, SOUD (NP)",MALE,"MATALAM, SOUD SULTAN",,NACIONALISTA PARTY
MAGUINDANAO - PAGALUNGAN,,,,,
VICE-MAYOR,,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,,POLITICAL PARTY
1,"ANDOY, KODJACK (NP)",MALE,"ANDOY, KODJACK PAKAN",,NACIONALISTA PARTY
2,"MAMASABULOD, ABDILAH (AKSYON)",MALE,"MAMASABULOD, ABDILAH GUIABEL",,AKSYON DEMOKRATIKO
3,"PAYAG, ZULKARNAIN (UBJP)",MALE,"PAYAG, ZULKARNAIN MAMASABULOD",,UNITED BANGSAMORO JUSTICE PARTY
MAGUINDANAO - PAGALUNGAN - LONE DIST,,,,,
COUNCILOR,,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,,POLITICAL PARTY
1,"ABDULRAHMAN, YUSOP (IND)",MALE,"ABDULRAHMAN, YUSOP GAYAK",,INDEPENDENT
2,"AYUNAN, ZABIDE (NP)",MALE,"AYUNAN, ZABIDE MATALAM",,NACIONALISTA PARTY
3,"BATUA, MERIAM (UBJP)",FEMALE,"BATUA, MERIAM MATALAM",,UNITED BANGSAMORO JUSTICE PARTY
4,"GUIALI, MASTURA (NP)",MALE,"GUIALI, MASTURA ANDOY",,NACIONALISTA PARTY
5,"MAGLANGIT, OMAR (NP)",MALE,"MAGLANGIT, OMAR MATALAM",,NACIONALISTA PARTY
6,"MAMASABULOD, ABDUL (UBJP)",MALE,"MAMASABULOD, ABDUL ABDULLAH",,UNITED BANGSAMORO JUSTICE PARTY
7,"MAMASABULOD, MOHAMIDEN (UBJP)",MALE,"MAMASABULOD, MOHAMIDEN GUIABEL",,UNITED BANGSAMORO JUSTICE PARTY
8,"MAMASABULOD, SURAIDA (UBJP)",FEMALE,"MAMASABULOD, SURAIDA MATALAM",,UNITED BANGSAMORO JUSTICE PARTY
9,"MASUKAT, MACHO (NP)",MALE,"MASUKAT, YOUSUF HAMMY MATALAM",,NACIONALISTA PARTY
10,"MATALAM, ABRAHAM (UBJP)",MALE,"MATALAM, ABRAHAM BARROQUINA",,UNITED BANGSAMORO JUSTICE PARTY
11,"MATALAM, AL-GALLEL (NP)",MALE,"MATALAM, AL-GALLEL BACANA",,NACIONALISTA PARTY
12,"MATALAM, ARNEL (UBJP)",MALE,"MATALAM, ARNEL ANTOY",,UNITED BANGSAMORO JUSTICE PARTY
MAGUINDANAO - PAGALUNGAN,,,,,
MAGUINDANAO - PAGALUNGAN - LONE DIST,,,,,
COUNCILOR,,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,,POLITICAL PARTY
13,"MATALAM, RAHMA (NP)",FEMALE,"MATALAM, RAHMA PALALISAN",,NACIONALISTA PARTY
14,"MATALAM, SCANDER JUCARNYN (NP)",MALE,"MATALAM, SCANDER JUCARNYN GOKOTANO",,NACIONALISTA PARTY
15,"MURRAY, EDDIE (UBJP)",MALE,"MURRAY, EDDIE LAGOD",,UNITED BANGSAMORO JUSTICE PARTY
16,"PENDATUN, MOHAMAD (NP)",MALE,"PENDATUN, MOHAMAD MACMOD",,NACIONALISTA PARTY
17,"TIMAN, BONG (UBJP)",MALE,"TIMAN, BONG MALAIDAN",,UNITED BANGSAMORO JUSTICE PARTY
C E R T I F I C A T I O N,,,,,
"This is to certify that the above listed persons are the official candidates for the MAY 9, 2022 NATIONAL AND LOCAL ELECTIONS who filed their Certificate of Candidacy before the Administering Officer of MAGUINDANAO",,,,,
CERTIFIED CORRECT:,,,,,
ATTY. MARIA NORINA S. TANGARO-CASINGAL,,,,,
,,,,,
ADMINISTERING OFFICER,,,,,
Signature over printed name,,,,,
MAGUINDANAO - PAGLAT,,,,,
MAGUINDANAO - PAGLAT,,,,,
MAYOR,,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,,POLITICAL PARTY
1,"KAMAMA, WINGKI (PROMDI)",MALE,"KAMAMA, WINGKI DAUNOTAN",,ABAG PROMDI
2,"LANGKUNO, RAISA (NP)",FEMALE,"LANGKUNO, RAISA PENDATUN",,NACIONALISTA PARTY
3,"MANGELEN, BOUMEDEINE (PFP)",MALE,"MANGELEN, BOUMEDEINE PUBLICO",,PARTIDO FEDERAL NG PILIPINAS
4,"TALUSAN, ABDULLAH (UBJP)",MALE,"TALUSAN, ABDULLAH KUBONG",,UNITED BANGSAMORO JUSTICE PARTY
MAGUINDANAO - PAGLAT,,,,,
VICE-MAYOR,,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,,POLITICAL PARTY
1,"GUMONSANG, SAGANDINGAN (NP)",MALE,"GUMONSANG, SAGANDINGAN MANGENSIL",,NACIONALISTA PARTY
2,"LUMENDA, DIMALAO (UBJP)",MALE,"LUMENDA, DIMALAO DILIYODEN",,UNITED BANGSAMORO JUSTICE PARTY
3,"PALALISAN, BARA (PDSP)",MALE,"PALALISAN, BARA GALENDO",,PARTIDO DEMOKRATIKO SOSYALISTA NG PILIPINAS
4,"TALUSAN, GREG (PFP)",MALE,"TALUSAN, GREG KUBONG",,PARTIDO FEDERAL NG PILIPINAS
MAGUINDANAO - PAGLAT - LONE DIST,,,,,
COUNCILOR,,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,,POLITICAL PARTY
1,"ABAD, BADRUDIN (UBJP)",MALE,"ABAD, BADRUDIN MENGGAY",,UNITED BANGSAMORO JUSTICE PARTY
2,"ABAD, JORSANI (IND)",MALE,"ABAD, JORSANI TIALANG",,INDEPENDENT
3,"ADTUG, KAMARUDIN (UBJP)",MALE,"ADTUG, KAMARUDIN TALUSAN",,UNITED BANGSAMORO JUSTICE PARTY
4,"ALAGASI, MOHAMADALI (IND)",MALE,"ALAGASI, MOHAMADALI SAPI",,INDEPENDENT
5,"ALI, GULEDTEM (IND)",MALE,"ALI, GULEDTEM BASIAWAN",,INDEPENDENT
6,"AMINOLA, NORDS (PDSP)",MALE,"AMINOLA, NORDS SAMPLIDAN",,PARTIDO DEMOKRATIKO SOSYALISTA NG PILIPINAS
7,"ANDIG, BHOTS (NP)",MALE,"ANDIG, BHOTS SINIMPALAN",,NACIONALISTA PARTY
8,"BAKAL, ROLLY (IND)",MALE,"BAKAL, ROLLY GUIAMALO",,INDEPENDENT
9,"DAGADAS, DONDON (IND)",MALE,"DAGADAS, DONDON KASIM",,INDEPENDENT
10,"DELNA, RESTY (NP)",MALE,"DELNA, RESTY TALUSAN",,NACIONALISTA PARTY
MAGUINDANAO - PAGLAT,,,,,
MAGUINDANAO - PAGLAT - LONE DIST,,,,,
COUNCILOR,,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,,POLITICAL PARTY
11,"DELNA, SINDATOK (UBJP)",MALE,"DELNA, SINDATOK ASSI",,UNITED BANGSAMORO JUSTICE PARTY
12,"DIMASINGKIL, SAMER (IND)",MALE,"DIMASINGKIL, SAMER SALAMAN",,INDEPENDENT
13,"DUMATO, TENG (IND)",MALE,"DUMATO, TENG KAMBAL",,INDEPENDENT
14,"ENOK, PUASA (AKSYON)",MALE,"ENOK, PUASA ZAMAN",,AKSYON DEMOKRATIKO
15,"ESMAIL, BONG (IND)",MALE,"ESMAIL, BONG SAGAD",,INDEPENDENT
16,"GUINED, MUSTAPHA (IND)",MALE,"GUINED, MUSTAPHA KAMANGKANG",,INDEPENDENT
17,"KAMAMA, MARK (IND)",MALE,"KAMAMA, MARK DAUNOTAN",,INDEPENDENT
18,"KAMARUDIN, ALADIN (NP)",MALE,"KAMARUDIN, ALADIN MANGELEN",,NACIONALISTA PARTY
19,"KASIM, DATUMAMA (IND)",MALE,"KASIM, DATUMAMA MAYADTOG",,INDEPENDENT
20,"KITALOK, SAMUAN (NP)",MALE,"KITALOK, SAMUAN KALIMPO",,NACIONALISTA PARTY
21,"LANGKUNO, JAYHAN (NP)",FEMALE,"LANGKUNO, JAYHAN MATALA",,NACIONALISTA PARTY
22,"LUMAMBAS, MUSTAPHA (IND)",MALE,"LUMAMBAS, MUSTAPHA LIMBA",,INDEPENDENT
23,"MANALAO, JOMARIE (UBJP)",MALE,"MANALAO, JOMARIE DELNA",,UNITED BANGSAMORO JUSTICE PARTY
24,"MANGELEN, GUIAHAREA (NP)",FEMALE,"MANGELEN, GUIAHAREA TAMLES",,NACIONALISTA PARTY
25,"MANUEL, MOHAMAD (IND)",MALE,"MANUEL, MOHAMAD TUBA",,INDEPENDENT
26,"MANUEL, VICTOR (UBJP)",MALE,"MANUEL, VICTOR MAYUNTING",,UNITED BANGSAMORO JUSTICE PARTY
27,"MARATO, ESMAEL (IND)",MALE,"MARATO, ESMAEL SAMBELAN",,INDEPENDENT
28,"PALALISAN, ROMAR (PDSP)",MALE,"PALALISAN, ROMAR SALILING",,PARTIDO DEMOKRATIKO SOSYALISTA NG PILIPINAS
29,"PALALISAN, THENG (UBJP)",MALE,"PALALISAN, THENG ABAO",,UNITED BANGSAMORO JUSTICE PARTY
30,"PUASA, SAID (UBJP)",MALE,"PUASA, SAID ALI",,UNITED BANGSAMORO JUSTICE PARTY
31,"SABANG, AMER (UBJP)",MALE,"SABANG, AMER UNTONG",,UNITED BANGSAMORO JUSTICE PARTY
32,"SAMPULNA, SAIDA (IND)",FEMALE,"SAMPULNA, SAIDA SAPALON",,INDEPENDENT
33,"SAPI, BADRUDIN (NP)",MALE,"SAPI, BADRUDIN MIDTUMEG",,NACIONALISTA PARTY
MAGUINDANAO - PAGLAT,,,,,
MAGUINDANAO - PAGLAT - LONE DIST,,,,,
COUNCILOR,,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,,POLITICAL PARTY
34,"TALUSAN, HENRY (IND)",MALE,"TALUSAN, HENRY MUHAMAD",,INDEPENDENT
35,"TALUSAN, JEFFREY (NP)",MALE,"TALUSAN, JEFFREY KANAPIA",,NACIONALISTA PARTY
36,"TUBA, ROLLY (PDSP)",MALE,"TUBA, ROLLY MASULOT",,PARTIDO DEMOKRATIKO SOSYALISTA NG PILIPINAS
37,"UNSI, DONNA (KBL)",FEMALE,"UNSI, JOSEPHINE ULAD",,KILUSANG BAGONG LIPUNAN
38,"USMAN, MICHAEL RAZUL (PDSP)",MALE,"USMAN, MICHAEL RAZUL PALALISAN",,PARTIDO DEMOKRATIKO SOSYALISTA NG PILIPINAS
39,"WANDAY, LAGUIALAM (IND)",MALE,"WANDAY, LAGUIALAM DAMATOG",,INDEPENDENT
40,"YUSOP, ARKAN (IND)",MALE,"YUSOP, ARKAN KIDO",,INDEPENDENT
41,"ZAMAN, JERRY (IND)",MALE,"ZAMAN, JERRY KAMIN",,INDEPENDENT
C E R T I F I C A T I O N,,,,,
"This is to certify that the above listed persons are the official candidates for the MAY 9, 2022 NATIONAL AND LOCAL ELECTIONS who filed their Certificate of Candidacy before the Administering Officer of MAGUINDANAO",,,,,
CERTIFIED CORRECT:,,,,,
ATTY. MARIA NORINA S. TANGARO-CASINGAL,,,,,
,,,,,
ADMINISTERING OFFICER,,,,,
Signature over printed name,,,,,
MAGUINDANAO - PANDAG,,,,,
MAGUINDANAO - PANDAG,,,,,
MAYOR,,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,,POLITICAL PARTY
1,"ADAM, SUKARNO (PDSP)",MALE,"ADAM, SUKARNO MANGELEN",,PARTIDO DEMOKRATIKO SOSYALISTA NG PILIPINAS
2,"BALAYMAN, ODJIE (UMP)",MALE,"BALAYMAN, MOHAJERAN KAMENZA",,UMPUNGAN NG MAPAGMALASAKIT PARTY
3,"MANGUDADATU, KHADAFEH (UBJP)",MALE,"MANGUDADATU, KHADAFEH GAGUIL",,UNITED BANGSAMORO JUSTICE PARTY
4,"MANIBPEL, BASIR (PFP)",MALE,"MANIBPEL, ABU BASIR KUDLA",,PARTIDO FEDERAL NG PILIPINAS
MAGUINDANAO - PANDAG,,,,,
VICE-MAYOR,,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,,POLITICAL PARTY
1,"DELNA, NORODEN (IND)",MALE,"DELNA, NORODEN KATOG",,INDEPENDENT
2,"MACALINTANGUI, SANNY (UMP)",MALE,"MACALINTANGUI, SANNY SALENDAB",,UMPUNGAN NG MAPAGMALASAKIT PARTY
3,"MAMALINTA, KADAPI (PFP)",MALE,"MAMALINTA, BENYAMEN TAWAKALAN",,PARTIDO FEDERAL NG PILIPINAS
4,"MANGUDADATU, ZIHAN  (UBJP)",FEMALE,"MANGUDADATU, ZIHAN MAMALINTA",,UNITED BANGSAMORO JUSTICE PARTY
MAGUINDANAO - PANDAG - LONE DIST,,,,,
COUNCILOR,,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,,POLITICAL PARTY
1,"ABDULATIP, DONDON (UMP)",MALE,"ABDULATIP, DONDON SINDAD",,UMPUNGAN NG MAPAGMALASAKIT PARTY
2,"ABDULKASAN, MOHAMAD (UMP)",MALE,"ABDULKASAN, MOHAMAD SALENDAB",,UMPUNGAN NG MAPAGMALASAKIT PARTY
3,"ABDULKASAN, NASSER (UBJP)",MALE,"ABDULKASAN, NASSER CALIDO",,UNITED BANGSAMORO JUSTICE PARTY
4,"ABDULLAH, TATO (IND)",MALE,"ABDULLAH, TATO ADZAL",,INDEPENDENT
5,"ABDULWAHAB, AMRALLAH (IND)",MALE,"ABDULWAHAB, AMRALLAH USMAN",,INDEPENDENT
6,"ADAM, PIANG SAMIR III (UMP)",MALE,"ADAM, PIANG SAMIR III TEE",,UMPUNGAN NG MAPAGMALASAKIT PARTY
7,"ANSID, ABO (UMP)",MALE,"ANSID, ABUSAMA SALAMAN",,UMPUNGAN NG MAPAGMALASAKIT PARTY
8,"ATON, JOHARI (IND)",MALE,"ATON, JOHARI BARE",,INDEPENDENT
9,"BAGUMBAYAN, JIHAD (IND)",MALE,"BAGUMBAYAN, JIHAD SALIPADA",,INDEPENDENT
10,"BALASA, ABU KALUGAY-LUGAY (PFP)",MALE,"BALASA, MAX PIGKAULAN",,PARTIDO FEDERAL NG PILIPINAS
MAGUINDANAO - PANDAG,,,,,
MAGUINDANAO - PANDAG - LONE DIST,,,,,
COUNCILOR,,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,,POLITICAL PARTY
11,"DAUNOTAN, SALIK (IND)",MALE,"DAUNOTAN, SALIK ANGKAY",,INDEPENDENT
12,"DELNA, AIDA (UBJP)",FEMALE,"DELNA, AIDA PENDATUN",,UNITED BANGSAMORO JUSTICE PARTY
13,"DELOYUDEN, SHIEK (UBJP)",MALE,"DELOYUDEN, ABDULLAH HASAN",,UNITED BANGSAMORO JUSTICE PARTY
14,"GUIAMBLANG, NORUDIN (IND)",MALE,"GUIAMBLANG, NORUDIN EBRAHIM",,INDEPENDENT
15,"HADJILATIP, JAY (PFP)",MALE,"HADJILATIP, ZAINODIN MAMALINTA",,PARTIDO FEDERAL NG PILIPINAS
16,"KABUGATAN, MENG (UMP)",MALE,"KABUGATAN, MENG ADZAL",,UMPUNGAN NG MAPAGMALASAKIT PARTY
17,"KANDO, ABIDIN (UMP)",MALE,"KANDO, ABIDIN ABDUL",,UMPUNGAN NG MAPAGMALASAKIT PARTY
18,"KENDOGEN, TANNY (IND)",MALE,"KENDOGEN, TANNY SALAMINA",,INDEPENDENT
19,"LAPEDSING, JONATHAN (UBJP)",MALE,"LAPEDSING, JONATHAN GIAMAD",,UNITED BANGSAMORO JUSTICE PARTY
20,"MAMALINTA, DANTE (UBJP)",MALE,"MAMALINTA, DANTE PALALISAN",,UNITED BANGSAMORO JUSTICE PARTY
21,"MAMALINTA, FAISAL (IND)",MALE,"MAMALINTA, FAISAL DONDE",,INDEPENDENT
22,"MAMALINTA, HABIB (IND)",MALE,"MAMALINTA, HABIB LIGAWAN",,INDEPENDENT
23,"MAMALINTA, MELTON (IND)",MALE,"MAMALINTA, MELTON PANANSANG",,INDEPENDENT
24,"MOHAMAD, THONG (UBJP)",MALE,"MOHAMAD, THONG SALENDAB",,UNITED BANGSAMORO JUSTICE PARTY
25,"MUSA, WADZ (PFP)",MALE,"MUSA, WADZNA PANI",,PARTIDO FEDERAL NG PILIPINAS
26,"NANDO, TADA (UBJP)",MALE,"NANDO, MOHAMAD MURTADHAA MANGELEN",,UNITED BANGSAMORO JUSTICE PARTY
27,"PANGAWILAN, ALANOR (IND)",MALE,"PANGAWILAN, ALANOR MATABALAO",,INDEPENDENT
28,"PANGAWILAN, SHAREX (IND)",MALE,"PANGAWILAN, SHAREX MANGUDADATU",,INDEPENDENT
29,"SABANG, ABDULNASSER (IND)",MALE,"SABANG, ABDULNASSER DILOYUDEN",,INDEPENDENT
30,"SABANG, NORODIN (IND)",MALE,"SABANG, NORODIN BAMAN",,INDEPENDENT
31,"SALENDAB, MOHAMAD ALI (UMP)",MALE,"SALENDAB, MOHAMAD ALI DONDE",,UMPUNGAN NG MAPAGMALASAKIT PARTY
32,"SALI, THOCKS (UMP)",MALE,"SALI, THOCKS MANTOLINO",,UMPUNGAN NG MAPAGMALASAKIT PARTY
33,"SANGKIGAY, NORODIN (UBJP)",MALE,"SANGKIGAY, NORODIN DAUNOTAN",,UNITED BANGSAMORO JUSTICE PARTY
MAGUINDANAO - PANDAG,,,,,
MAGUINDANAO - PANDAG - LONE DIST,,,,,
COUNCILOR,,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,,POLITICAL PARTY
34,"SEPI, PENNY (IND)",MALE,"SEPI, PENNY TASIL",,INDEPENDENT
35,"SINUMANDIG, BIGBOY (IND)",MALE,"SINUMANDIG, BIGBOY KARIM",,INDEPENDENT
C E R T I F I C A T I O N,,,,,
"This is to certify that the above listed persons are the official candidates for the MAY 9, 2022 NATIONAL AND LOCAL ELECTIONS who filed their Certificate of Candidacy before the Administering Officer of MAGUINDANAO",,,,,
CERTIFIED CORRECT:,,,,,
ATTY. MARIA NORINA S. TANGARO-CASINGAL,,,,,
,,,,,
ADMINISTERING OFFICER,,,,,
Signature over printed name,,,,,
MAGUINDANAO - PARANG,,,,,
MAGUINDANAO - PARANG,,,,,
MAYOR,,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,,POLITICAL PARTY
1,"ALI, ETAW (KBL)",FEMALE,"ALI, FATIMA MELICANO",,KILUSANG BAGONG LIPUNAN
2,"ALVAREZ, ABRAHAM (IND)",MALE,"ALVAREZ, ABRAHAM MINESES",,INDEPENDENT
3,"APAT-MARTIN, SHIELA (IND)",FEMALE,"MARTIN, SHIELA APAT",,INDEPENDENT
4,"BEDA, RAGA (UBJP)",FEMALE,"BEDA, RAGA TOMAWIS",,UNITED BANGSAMORO JUSTICE PARTY
5,"DARO, SABAN (IND)",MALE,"DARO, SABAN ABAS",,INDEPENDENT
6,"IBAY, CAHAR (NP)",MALE,"IBAY, CAHAR PENDAT",,NACIONALISTA PARTY
7,"MASANDAG, CAMILO JR. (AKSYON)",MALE,"MASANDAG, CAMILO JR. MARANGIT",,AKSYON DEMOKRATIKO
